time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1978-12-13T10:14:18.680Z,32.9475,-115.6996667,10,2.61,ml,28,131,0.1396,0.49,ci,ci3314190,2016-02-01T22:28:20.210Z,"12km SW of Westmorland, CA",earthquake,1.02,31.61,0.123,3,reviewed,ci,ci
1978-12-13T07:35:52.020Z,40.6098333,-123.9941667,5.512,2.51,md,4,129,0.08919,0,nc,nc1043730,2016-12-15T23:17:24.931Z,"11 km NE of Hydesville, California",earthquake,0.53,2.42,,1,reviewed,nc,nc
1978-12-13T03:03:01.300Z,37.633,-118.6318333,2.845,3.2,ml,7,307,0.4153,0.06,nc,nc1043728,2016-12-15T23:17:18.069Z,"8 km NNE of Sunny Slopes, California",earthquake,2.59,8.83,,0,reviewed,nc,nc
1978-12-12T08:24:58.200Z,43.992,-114.41,5,3.5,ml,,,,,us,usp0000xwg,2014-11-06T23:21:54.887Z,"29 km S of Clayton, Idaho",earthquake,,,,,reviewed,us,gs
1978-12-11T02:06:48.200Z,31.95,-88.484,5,3.5,,,,,,us,usp0000xvs,2022-06-28T13:43:43.408Z,"14 km WSW of Needham, Alabama",earthquake,,,,,reviewed,us,gs
1978-12-10T14:59:07.200Z,40.806,-111.567,7,2.8,ml,,,,,us,usp0000xvj,2014-11-06T23:21:54.853Z,"7 km NNE of Summit Park, Utah",earthquake,,,,,reviewed,u,slc
1978-12-10T13:35:08.480Z,36.1021667,-114.4073333,6,3.41,mh,11,269,1.623,0.89,ci,ci3343943,2016-02-01T21:38:10.820Z,"41km ENE of Boulder City, NV",earthquake,5.38,31.61,0.299,13,reviewed,ci,ci
1978-12-10T06:39:55.300Z,25.607,-109.643,15,5.3,mb,,,,,us,usp0000xvb,2022-04-27T14:43:58.987Z,"36 km WSW of Campo Pesquero el Colorado, Mexico",earthquake,,,,,reviewed,us,us
1978-12-09T23:49:08.000Z,38.649,-112.523,5,3.3,ml,,,,,us,usp0000xv1,2014-11-06T23:21:54.834Z,"18 km SSW of Kanosh, Utah",earthquake,,,,,reviewed,u,slc
1978-12-09T23:01:56.300Z,33.4683333,-118.2498333,0.23,2.61,ml,33,125,,0.43,ci,ci3343938,2016-02-01T22:46:21.740Z,"16km NNE of Avalon, CA",earthquake,0.57,1.55,0.246,4,reviewed,ci,ci
1978-12-09T16:02:27.640Z,38.8045,-122.796,0.461,3.4,ml,19,63,0.003604,0.06,nc,nc1043682,2016-12-15T23:14:20.127Z,"6 km WSW of Cobb, California",earthquake,0.22,0.35,,0,reviewed,nc,nc
1978-12-09T14:59:48.300Z,38.658,-112.527,4,3.3,ml,,,,,us,usp0000xus,2014-11-06T23:21:54.633Z,"17 km SSW of Kanosh, Utah",earthquake,,,,,reviewed,u,slc
1978-12-09T02:17:42.000Z,32.7431667,-115.421,10,2.54,ml,24,142,0.119,0.46,ci,ci3343929,2016-02-01T21:54:41.010Z,"8km SSW of Holtville, CA",earthquake,1.28,31.61,0.109,2,reviewed,ci,ci
1978-12-08T15:44:44.010Z,36.556,-121.0433333,8.891,3.1,ml,44,74,0.03784,0.16,nc,nc1043668,2016-12-15T23:13:21.180Z,"29 km ENE of Soledad, California",earthquake,0.38,0.73,,0,reviewed,nc,nc
1978-12-08T08:47:48.910Z,32.7513333,-115.4226667,10,2.59,ml,28,137,0.1108,0.49,ci,ci3343919,2016-02-01T23:04:09.930Z,"8km SSW of Holtville, CA",earthquake,1.1,31.61,0.258,3,reviewed,ci,ci
1978-12-08T08:38:23.320Z,32.7536667,-115.4243333,10,2.66,ml,25,135,0.1083,0.5,ci,ci3343917,2016-02-01T21:20:31.950Z,"8km SSW of Holtville, CA",earthquake,1.56,31.61,0.116,3,reviewed,ci,ci
1978-12-08T07:06:53.760Z,36.7873333,-120.088,12.057,2.8,md,18,294,0.5757,0.1,nc,nc1043665,2016-12-15T23:13:07.952Z,"6 km WSW of Biola, California",earthquake,4.01,2.58,0.04,6,reviewed,nc,nc
1978-12-08T04:33:49.340Z,40.4421667,-124.574,23.105,2.8,md,12,265,0.2243,0.08,nc,nc1043660,2016-12-15T23:12:49.364Z,"30 km WSW of Ferndale, California",earthquake,2.44,1.12,0.02,2,reviewed,nc,nc
1978-12-08T01:48:06.330Z,37.489,-121.0258333,13.662,2.82,md,44,83,0.3171,0.16,nc,nc1043659,2016-12-15T23:12:45.786Z,"9 km ENE of Patterson, California",earthquake,0.36,0.68,0.07,8,reviewed,nc,nc
1978-12-07T22:13:22.450Z,32.7471667,-115.4258333,10,2.61,ml,23,140,0.1147,0.46,ci,ci3314152,2016-02-01T21:54:40.220Z,"8km SSW of Holtville, CA",earthquake,1.09,31.61,0.111,3,reviewed,ci,ci
1978-12-07T04:59:35.420Z,40.6426667,-124.9801667,33.545,2.69,md,11,305,0.5387,0.07,nc,nc1043649,2016-12-15T23:12:10.049Z,"61 km W of Ferndale, California",earthquake,5.06,4.25,,1,reviewed,nc,nc
1978-12-06T10:03:49.300Z,34.3778333,-119.743,9.46,3.26,ml,33,119,,0.42,ci,ci3314119,2016-02-01T21:38:06.360Z,"6km SW of Santa Barbara, CA",earthquake,0.84,1.01,0.15,5,reviewed,ci,ci
1978-12-05T11:56:27.600Z,42.099,-112.536,3,3,ml,,,,,us,usp0000xs6,2014-11-06T23:21:54.448Z,"20 km NE of Snowville, Utah",earthquake,,,,,reviewed,u,slc
1978-12-05T11:24:57.800Z,42.099,-112.478,4,3.7,ml,,,,,us,usp0000xs5,2014-11-06T23:21:54.447Z,"21 km WSW of Malad City, Idaho",earthquake,,,,,reviewed,u,slc
1978-12-05T10:31:16.960Z,35.664,-118.1328333,5.25,2.61,ml,14,93,0.2778,0.29,ci,ci3343860,2016-02-01T23:21:32.700Z,"28km ESE of Kernville, CA",earthquake,0.56,2.59,0.113,2,reviewed,ci,ci
1978-12-05T07:00:38.600Z,36.81,-89.06,5,2.5,mlg,,,,,nm,nm600877,2016-04-14T13:58:19.590Z,"4 km WNW of Arlington, Kentucky",earthquake,,,,,reviewed,nm,nm
1978-12-05T05:15:39.800Z,36.5356667,-121.1173333,2.894,2.57,md,22,70,0.04234,0.04,nc,nc1043628,2016-12-15T23:10:46.537Z,"22 km ENE of Soledad, California",earthquake,0.22,0.6,0.07,25,reviewed,nc,nc
1978-12-05T04:39:40.820Z,38.8168333,-122.8106667,3.374,2.54,md,12,54,0.01532,0.02,nc,nc1043626,2016-12-15T23:10:38.995Z,"7 km W of Cobb, California",earthquake,0.28,0.79,0.09,7,reviewed,nc,nc
1978-12-05T01:48:01.300Z,38.62,-88.36,25,3.5,mlg,,,,,nm,nm600875,2024-01-27T13:17:36.504Z,"7 km S of Clay City, Illinois",earthquake,,,,,reviewed,nm,nm
1978-12-04T17:16:21.820Z,32.144,-115.4861667,6,2.83,ml,18,237,0.5433,0.49,ci,ci3343852,2016-02-01T22:11:17.040Z,"31km WSW of Alberto Oviedo Mota, B.C., MX",earthquake,2.01,31.61,0.177,2,reviewed,ci,ci
1978-12-04T00:07:21.620Z,40.5931667,-123.317,22.244,2.6,md,9,258,0.3811,0.16,nc,nc1043608,2016-12-15T23:09:25.900Z,"11 km ESE of Hyampom, California",earthquake,3.11,15.22,,1,reviewed,nc,nc
1978-12-01T23:20:46.300Z,33.9235,-116.6638333,18.29,3.52,ml,76,16,,0.36,ci,ci3343819,2016-02-01T21:38:04.460Z,"11km WNW of Garnet, CA",earthquake,0.42,0.79,0.176,8,reviewed,ci,ci
1978-12-01T15:38:41.740Z,37.2263333,-119.8405,23.037,2.9,md,23,154,0.1216,0.19,nc,nc1043580,2016-12-15T23:07:20.138Z,"7 km WNW of Yosemite Lakes, California",earthquake,0.66,0.65,0.02,2,reviewed,nc,nc
1978-12-01T02:29:41.080Z,33.468,-116.4436667,11.32,2.99,ml,51,34,0.06922,0.39,ci,ci3314109,2016-02-01T22:46:17.560Z,"23km ESE of Anza, CA",earthquake,0.39,0.94,0.208,4,reviewed,ci,ci
1978-11-30T23:36:02.860Z,39.5253333,-123.3336667,8.225,2.58,md,8,260,0.3135,0.04,nc,nc1043569,2016-12-15T23:06:09.251Z,"10 km NNE of Brooktrails, California",earthquake,2.06,2.98,0.1,6,reviewed,nc,nc
1978-11-30T18:50:15.800Z,40.471,-107.607,5,2.8,ml,,,,,us,usp0000xq4,2014-11-06T23:21:54.249Z,"7 km SW of Craig, Colorado",earthquake,,,,,reviewed,us,gs
1978-11-30T11:55:09.300Z,42.112,-112.548,4,3.5,ml,,,,,us,usp0000xpx,2014-11-06T23:21:54.237Z,"21 km NE of Snowville, Utah",earthquake,,,,,reviewed,u,slc
1978-11-30T06:53:40.100Z,42.11,-112.494,4,4.6,mb,,,,,us,usp0000xpr,2018-06-04T20:43:45.000Z,"22 km WSW of Malad City, Idaho",earthquake,,,,,reviewed,u,us
1978-11-29T14:53:03.350Z,36.2345,-120.7968333,8.736,3.02,md,35,83,0.01892,0.08,nc,nc1043549,2016-12-15T23:04:25.020Z,"23 km ENE of San Lucas, California",earthquake,0.26,0.49,0.07,30,reviewed,nc,nc
1978-11-29T14:37:40.300Z,30.177,-113.956,15,5.4,mb,,,,,us,usp0000xp2,2016-11-10T00:05:07.781Z,"125 km WNW of La Libertad, Mexico",earthquake,,,,,reviewed,us,us
1978-11-29T08:34:06.900Z,37.278,-116.507,4,3.3,ml,,,,,us,usp0000xnv,2016-02-01T22:46:14.100Z,"46 km NNE of Beatty, Nevada",earthquake,,,,,reviewed,us,gs
1978-11-28T23:53:15.280Z,34.0238333,-116.4476667,0.08,2.59,ml,49,35,,0.28,ci,ci3343743,2016-02-01T23:21:28.390Z,"9km NE of Desert Hot Springs, CA",earthquake,0.32,0.81,0.209,3,reviewed,ci,ci
1978-11-28T22:23:44.340Z,30.7338333,-116.0211667,6,3.31,mh,7,341,2.204,3.14,ci,ci3343741,2016-02-01T22:46:13.650Z,"121km SSE of Maneadero, B.C., MX",earthquake,66.72,31.61,0.417,2,reviewed,ci,ci
1978-11-28T16:54:59.050Z,35.0823333,-117.5071667,7.28,3,ml,37,73,,0.28,ci,ci3343735,2016-02-01T22:28:07.610Z,"16km NE of Boron, CA",earthquake,0.45,1.27,0.136,7,reviewed,ci,ci
1978-11-27T11:52:55.090Z,33.8593333,-118.5696667,1.63,2.51,ml,30,71,,0.32,ci,ci3343726,2016-02-01T21:54:31.330Z,"15km W of Manhattan Beach, CA",earthquake,0.56,0.99,0.422,2,reviewed,ci,ci
1978-11-27T05:47:20.040Z,32.138,-117.0883333,6,2.67,ml,15,285,0.645,0.22,ci,ci3343723,2016-02-01T23:03:59.710Z,"18km WSW of Primo Tapia, B.C., MX",earthquake,0.96,31.61,0.066,2,reviewed,ci,ci
1978-11-26T07:44:02.300Z,27.989,-111.511,15,5.4,ms,,,,,us,usp0000xmv,2022-04-27T15:22:26.555Z,"46 km W of San Carlos, Mexico",earthquake,,,,,reviewed,us,us
1978-11-25T23:45:45.030Z,32.2728333,-115.302,6,3.02,ml,18,225,0.4242,0.62,ci,ci3343707,2016-02-01T23:21:26.910Z,"13km WNW of Alberto Oviedo Mota, B.C., MX",earthquake,2.95,31.61,0.419,3,reviewed,ci,ci
1978-11-25T09:33:58.830Z,34.2265,-116.1781667,5.58,2.54,mh,21,64,,0.29,ci,ci3343705,2016-02-01T22:11:09.550Z,"14km NW of Twentynine Palms, CA",earthquake,0.46,2,0.327,14,reviewed,ci,ci
1978-11-25T04:06:41.400Z,37.533,-118.683,9,3.5,ml,,,,,us,usp0000xmg,2016-02-01T22:28:06.200Z,"3 km SE of Aspen Springs, California",earthquake,,,,,reviewed,p,pas
1978-11-25T03:24:55.300Z,37.5,-118.7,8,3.5,ml,,,,,us,usp0000xmf,2016-02-01T23:03:56.790Z,"5 km W of Swall Meadows, California",earthquake,,,,,reviewed,p,brk
1978-11-25T03:23:55.960Z,37.6073333,-118.6333333,8.489,3.5,ml,10,264,0.436,0.14,nc,nc1043494,2016-12-15T23:00:38.598Z,"5 km NE of Sunny Slopes, California",earthquake,1.07,1.66,,0,reviewed,nc,nc
1978-11-24T04:06:42.470Z,37.6263333,-118.6483333,9.155,3.23,md,7,291,0.4288,0.1,nc,nc1043484,2016-12-15T22:59:59.349Z,"6 km NNE of Sunny Slopes, California",earthquake,1.09,1.79,0.36,7,reviewed,nc,nc
1978-11-23T14:06:33.110Z,32.9818333,-115.914,6,2.67,ml,34,53,0.07896,0.35,ci,ci3343694,2016-02-01T22:28:05.190Z,"27km SE of Ocotillo Wells, CA",earthquake,0.46,31.61,0.269,5,reviewed,ci,ci
1978-11-23T11:07:50.610Z,35.9715,-117.9656667,0.03,3.08,ml,17,128,,0.38,ci,ci3343693,2016-02-01T23:03:55.260Z,"7km NW of Little Lake, CA",earthquake,0.72,1.91,0.256,7,reviewed,ci,ci
1978-11-22T23:23:08.310Z,33.8701667,-116.8978333,10.93,2.64,ml,46,32,0.08186,0.26,ci,ci3314075,2016-02-01T22:28:04.620Z,"6km SSW of Banning, CA",earthquake,0.3,0.73,0.214,3,reviewed,ci,ci
1978-11-22T23:21:05.060Z,39.3261667,-123.2421667,12.563,3.31,md,13,127,0.1279,0.29,nc,nc1043472,2016-12-15T22:59:11.573Z,"7 km NNW of Redwood Valley, California",earthquake,0.89,2.67,0.34,9,reviewed,nc,nc
1978-11-22T19:09:41.890Z,35.3665,-118.494,1.24,2.92,ml,30,89,,0.31,ci,ci3314068,2016-02-01T21:38:00.910Z,"25km S of Bodfish, CA",earthquake,0.49,1.08,0.296,7,reviewed,ci,ci
1978-11-22T10:36:27.650Z,33.4721667,-116.604,9.01,2.55,ml,34,42,0.1342,0.27,ci,ci3314064,2016-02-01T23:21:25.070Z,"11km SE of Anza, CA",earthquake,0.35,1.39,0.155,2,reviewed,ci,ci
1978-11-21T23:47:22.570Z,38.5,-118.25,6,3.05,mh,2,352,2.061,5.1,ci,ci3314057,2016-02-01T23:03:53.760Z,"33km E of Hawthorne, NV",earthquake,99,31.61,0.384,5,reviewed,ci,ci
1978-11-21T23:07:38.740Z,31.97,-116.2021667,6,2.64,mh,11,274,0.6827,0.34,ci,ci3314054,2016-02-01T21:54:26.980Z,"41km ENE of Ensenada, B.C., MX",earthquake,1.6,31.61,0.149,6,reviewed,ci,ci
1978-11-21T22:58:16.150Z,31.9955,-116.1881667,6,2.52,mc,6,300,0.6561,0.25,ci,ci3314053,2016-02-01T22:46:09.730Z,"43km ENE of Ensenada, B.C., MX",earthquake,1.66,31.61,,0,reviewed,ci,ci
1978-11-21T20:54:52.580Z,34.0128333,-116.4411667,8.82,3.03,ml,52,28,0.09755,0.26,ci,ci3314048,2016-02-01T23:21:23.360Z,"8km NE of Desert Hot Springs, CA",earthquake,0.33,0.83,0.334,3,reviewed,ci,ci
1978-11-21T07:00:22.570Z,31.9555,-116.1371667,6,3,mh,17,255,0.693,0.5,ci,ci3314036,2016-02-01T21:20:18.860Z,"47km ENE of Ensenada, B.C., MX",earthquake,2.07,31.61,0.224,15,reviewed,ci,ci
1978-11-20T22:39:58.590Z,31.9463333,-116.14,6,3.07,ml,16,255,0.7022,0.47,ci,ci3314032,2016-02-01T23:21:22.940Z,"46km E of Ensenada, B.C., MX",earthquake,2.16,31.61,0.315,4,reviewed,ci,ci
1978-11-20T21:21:49.100Z,34.1468333,-116.9766667,11.62,3.36,ml,56,29,0.06442,0.3,ci,ci3314031,2016-02-01T22:28:02.260Z,"12km SSW of Big Bear Lake, CA",earthquake,0.36,0.65,0.226,5,reviewed,ci,ci
1978-11-20T14:25:51.800Z,44.001,-114.414,5,3.2,ml,,,,,us,usp0000xhw,2014-11-06T23:21:53.900Z,"28 km S of Clayton, Idaho",earthquake,,,,,reviewed,us,gs
1978-11-20T09:11:05.200Z,36.4138333,-120.9941667,7.101,3.01,md,47,73,0.02252,0.07,nc,nc1043436,2016-12-15T22:56:59.333Z,"24 km ENE of Greenfield, California",earthquake,0.2,0.5,0.1,17,reviewed,nc,nc
1978-11-20T07:36:54.510Z,40.7273333,-124.85,16.415,2.64,md,12,287,0.455,0.08,nc,nc1043435,2016-12-15T22:56:55.491Z,"52 km W of Indianola, California",earthquake,3.72,2.15,,1,reviewed,nc,nc
1978-11-20T06:58:44.950Z,34.1421667,-116.9745,12.48,3.42,ml,64,29,0.0595,0.3,ci,ci3314008,2016-02-01T22:46:07.660Z,"13km SSW of Big Bear Lake, CA",earthquake,0.37,0.59,0.131,6,reviewed,ci,ci
1978-11-20T06:57:57.260Z,34.1511667,-116.9748333,12.03,2.72,ml,39,39,0.06746,0.23,ci,ci10083430,2016-02-01T22:46:07.050Z,"12km SSW of Big Bear Lake, CA",earthquake,0.3,0.58,0.137,3,reviewed,ci,ci
