time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1998-12-26T07:01:53.600Z,46.327,-112.112,5.8,2.9,md,,,,,us,usp000906u,2014-11-07T01:06:41.825Z,"9 km SW of Jefferson City, Montana",earthquake,,,,,reviewed,but,but
1998-12-26T03:40:57.030Z,39.3891667,-120.516,22.6,2.83,md,24,226,0.4108,0.05,nc,nc30211045,2016-12-29T14:31:58.598Z,"10 km NW of Kingvale, California",earthquake,1.06,0.96,0.16,28,reviewed,nc,nc
1998-12-26T03:32:31.660Z,39.752,-120.6118333,-0.108,2.64,md,7,285,0.6252,0.17,nc,nc30211035,2016-12-29T14:31:44.739Z,"1 km SSE of Graeagle, California",earthquake,8.84,3.33,,1,reviewed,nc,nc
1998-12-26T02:39:29.950Z,39.7341667,-120.6496667,-0.347,2.9,md,37,207,0.5432,0.09,nc,nc30211019,2016-12-29T14:31:06.555Z,"4 km SW of Graeagle, California",earthquake,0.35,0.85,0.1,39,reviewed,nc,nc
1998-12-25T13:42:25.270Z,31.962,-116.32,5.583,2.89,ml,0,285.2,,0.262,ci,ci9074374,2016-02-13T05:57:54.562Z,"30km ENE of Ensenada, B.C., MX",earthquake,,,,64,reviewed,ci,ci
1998-12-25T13:30:26.000Z,43.83,-77.93,18,3.6,mblg,,,,,us,usp000905b,2014-11-07T01:06:41.680Z,"23 km SE of Cobourg, Canada",earthquake,,,,,reviewed,ott,ott
1998-12-25T12:38:15.960Z,38.6698333,-119.6036667,5.453,2.56,md,25,210,0.727,0.04,nc,nc30210975,2016-12-29T14:29:24.645Z,"California-Nevada border region",earthquake,0.6,2.41,0.1,19,reviewed,nc,nc
1998-12-25T10:12:41.250Z,35.8213333,-121.2803333,10.667,2.5,md,56,168,0.1027,0.07,nc,nc30210932,2016-12-29T14:28:46.140Z,"21 km NNW of San Simeon, California",earthquake,0.16,0.32,0.11,78,reviewed,nc,nc
1998-12-25T07:27:33.340Z,34.305,-116.85,3.41,2.82,ml,0,27.6,,0.13,ci,ci9074345,2016-02-12T14:46:01.121Z,"5km N of Big Bear City, California",earthquake,,0.229,,146,reviewed,ci,ci
1998-12-25T06:56:32.270Z,36.093,-118.384,9.922,3.27,ml,0,67,,0.205,ci,ci9074364,2016-02-13T08:33:15.510Z,"38km N of Kernville, California",earthquake,,0.738,,128,reviewed,ci,ci
1998-12-25T06:49:27.860Z,38.6796667,-119.6005,6.77,3.73,md,76,186,0.736,0.07,nc,nc30210920,2016-12-29T14:28:02.300Z,"5 km WSW of Topaz Lake, Nevada",earthquake,0.29,0.71,0.06,90,reviewed,nc,nc
1998-12-25T05:20:38.240Z,37.169,-119.47,4.573,2.82,mc,0,173.5,,0.148,ci,ci9074333,2016-02-13T08:33:13.932Z,"10km N of Auberry, California",earthquake,,,,3,reviewed,ci,ci
1998-12-25T05:19:51.600Z,38.791,-122.7705,4.291,3.96,ml,59,32,0.02523,0.06,nc,nc30210914,2016-12-29T14:27:31.710Z,"5 km SW of Cobb, California",earthquake,0.11,0.27,,13,reviewed,nc,nc
1998-12-25T03:43:57.170Z,41.2643333,-123.3988333,37.941,3.59,md,49,58,0.04324,0.14,nc,nc30210899,2016-12-29T14:27:12.490Z,"41 km NNE of Willow Creek, California",earthquake,0.21,0.3,0.09,53,reviewed,nc,nc
1998-12-25T01:00:48.710Z,38.857,-122.8228333,1.076,2.57,md,19,52,0.03514,0.05,nc,nc40084266,2016-12-29T14:26:43.229Z,"9 km WNW of Cobb, California",earthquake,0.21,0.58,0.21,17,reviewed,nc,nc
1998-12-24T23:43:03.310Z,36.085,-117.599,-0.773,2.52,ml,0,171.7,0.09592,0.18,ci,ci9074318,2016-02-12T12:04:35.646Z,"32km E of Coso Junction, California",earthquake,,0.46,,42,reviewed,ci,ci
1998-12-24T19:16:47.750Z,31.773,-116.698,5.471,2.6,mc,0,300,0.9047,0.113,ci,ci9074312,2016-02-12T02:16:27.278Z,"13km SW of Ensenada, B.C., MX",earthquake,,,,12,reviewed,ci,ci
1998-12-24T18:33:00.610Z,33.312,-116.356,5.592,2.82,ml,0,35.4,,0.31,ci,ci9074310,2016-02-12T09:34:22.182Z,"6km NNE of Borrego Springs, California",earthquake,,,,116,reviewed,ci,ci
1998-12-24T16:51:15.650Z,32.714,-115.914,5.279,2.5,mc,0,74.3,0.06691,0.214,ci,ci9074306,2016-02-12T09:34:18.791Z,"8km ESE of Ocotillo, California",earthquake,,3.739,,31,reviewed,ci,ci
1998-12-24T08:54:08.100Z,33.387,-116.338,1.487,2.78,ml,0,30.5,,0.27,ci,ci9074295,2016-02-12T22:25:09.375Z,"15km NNE of Borrego Springs, California",earthquake,,0.179,,130,reviewed,ci,ci
1998-12-24T06:34:34.760Z,40.3125,-124.5638333,19.58,3.33,ml,61,232,0.2378,0.08,nc,nc30210748,2016-12-29T14:24:12.060Z,"38 km SW of Ferndale, California",earthquake,0.55,0.29,,4,reviewed,nc,nc
1998-12-23T15:14:47.820Z,37.4768333,-118.8101667,6.629,3,md,31,123,0.06126,0.04,nc,nc40084217,2016-12-29T14:21:55.340Z,"12 km SW of Aspen Springs, California",earthquake,0.31,0.61,0.13,41,reviewed,nc,nc
1998-12-23T13:19:46.710Z,40.6388333,-122.4091667,22.904,2.86,md,16,54,0.08919,0.05,nc,nc30210611,2016-12-29T14:21:40.093Z,"5 km ENE of Keswick, California",earthquake,0.33,0.47,0.11,27,reviewed,nc,nc
1998-12-23T11:18:04.170Z,37.9396667,-122.0998333,11.402,2.64,md,74,52,0.01712,0.1,nc,nc30210745,2016-12-29T14:21:26.920Z,"3 km WSW of Pleasant Hill, California",earthquake,0.11,0.25,0.12,99,reviewed,nc,nc
1998-12-23T01:40:04.560Z,32.027,-115.399,5.793,2.6,ml,0,247.6,0.6796,0.241,ci,ci9074211,2016-02-12T04:44:12.803Z,"31km SW of Alberto Oviedo Mota, B.C., MX",earthquake,,,,25,reviewed,ci,ci
1998-12-22T19:26:03.840Z,33.892,-120.308,5.249,2.69,mc,0,208.7,,0.349,ci,ci9074188,2016-02-11T21:09:53.417Z,"16km SSE of San Miguel Is., California",earthquake,,,,16,reviewed,ci,ci
1998-12-22T19:20:26.580Z,40.6371667,-122.4086667,22.934,2.59,md,16,55,0.09009,0.05,nc,nc30210497,2016-12-29T14:18:00.759Z,"5 km ENE of Keswick, California",earthquake,0.29,0.48,0.28,22,reviewed,nc,nc
1998-12-22T18:19:54.290Z,40.2868333,-124.1596667,15.14,2.67,md,5,235,0.1009,0.03,nc,nc30210486,2016-12-29T14:17:36.069Z,"20 km W of Weott, California",earthquake,7.77,3.88,0.23,3,reviewed,nc,nc
1998-12-22T15:17:53.040Z,36.491,-117.892,4.468,2.53,mc,0,290.2,0.3737,0.191,ci,ci9074167,2016-02-13T11:01:28.257Z,"19km ESE of Lone Pine, California",earthquake,,,,19,reviewed,ci,ci
1998-12-22T08:53:52.720Z,32.052,-115.419,5.778,2.54,mc,0,245.3,0.6499,0.35,ci,ci9074149,2016-02-11T23:44:21.286Z,"30km SW of Alberto Oviedo Mota, B.C., MX",earthquake,,,,11,reviewed,ci,ci
1998-12-22T06:07:42.130Z,38.6703333,-119.8565,-0.534,2.75,md,26,201,0.627,0.04,nc,nc30210430,2016-12-29T14:15:22.580Z,"7 km WSW of Markleeville, California",earthquake,0.47,2.4,0.13,19,reviewed,nc,nc
1998-12-22T05:29:10.030Z,33.496,-116.562,9.363,2.89,ml,0,32.6,,0.273,ci,ci9074156,2016-02-13T08:33:08.552Z,"12km ESE of Anza, California",earthquake,,0.154,,119,reviewed,ci,ci
1998-12-22T03:59:52.980Z,33.275,-116.794,5.339,2.57,ml,0,47.8,,0.209,ci,ci9074141,2016-02-13T00:57:33.127Z,"5km NW of Lake Henshaw, California",earthquake,,,,89,reviewed,ci,ci
1998-12-22T01:17:47.730Z,47.993,-115.206,12.3,4.7,ml,,,,,us,usp0008zzr,2014-11-07T01:06:41.133Z,"Idaho-Montana border region",earthquake,,,,,reviewed,but,but
1998-12-21T22:55:28.520Z,32.676,-115.807,5.189,2.7,ml,0,142.2,0.07302,0.276,ci,ci9074130,2016-02-12T14:45:49.373Z,"19km ESE of Ocotillo, California",earthquake,,0.456,,60,reviewed,ci,ci
1998-12-21T21:10:06.790Z,32.067,-115.409,5.97,2.59,mc,0,258.5,0.6398,0.375,ci,ci9074122,2016-02-12T22:25:01.200Z,"29km SW of Alberto Oviedo Mota, B.C., MX",earthquake,,,,6,reviewed,ci,ci
1998-12-21T21:07:10.580Z,33.393,-117.002,6.881,2.62,ml,0,72.3,,0.252,ci,ci9074121,2016-02-13T03:30:47.477Z,"8km ENE of Pala, California",earthquake,,3.108,,101,reviewed,ci,ci
1998-12-21T17:19:42.890Z,39.382,-123.567,10.767,2.53,md,4,228,0.01982,0,nc,nc40084115,2016-12-29T14:13:21.221Z,"13 km N of Comptche, California",earthquake,1.1,0.63,1.18,5,reviewed,nc,nc
1998-12-21T16:06:38.200Z,31.983,-115.77,5.62,2.71,mc,0,309.4,0.6654,0.145,ci,ci9074107,2016-02-12T14:45:44.317Z,"63km WSW of Alberto Oviedo Mota, B.C., MX",earthquake,,,,4,reviewed,ci,ci
1998-12-21T14:21:58.990Z,39.014,-122.8873333,3.783,2.87,md,13,297,0.5,1.09,nc,nc30210300,2016-12-29T14:12:44.840Z,"4 km SE of Lakeport, California",earthquake,45.59,27.96,0.05,5,reviewed,nc,nc
1998-12-21T03:15:16.500Z,33.5,-117.919,5.447,2.56,ml,0,125.9,0.3408,0.318,ci,ci9074079,2016-02-11T21:09:47.073Z,"13km S of Newport Beach, California",earthquake,,,,97,reviewed,ci,ci
1998-12-21T02:18:31.760Z,33.513,-117.916,5.447,2.76,ml,0,93,,0.226,ci,ci9074076,2016-02-12T14:45:39.913Z,"12km S of Newport Beach, California",earthquake,,,,116,reviewed,ci,ci
1998-12-20T19:20:52.080Z,35.125,-120.434,5.364,2.94,ml,0,153.7,,0.278,ci,ci9074052,2016-02-13T03:30:43.727Z,"10km NNE of Nipomo, California",earthquake,,,,28,reviewed,ci,ci
1998-12-20T14:25:45.240Z,33.509,-117.882,5.441,3.44,mc,0,94,,0.442,ci,ci9074053,2018-07-09T17:47:05.985Z,"10km WSW of Laguna Beach, California",earthquake,,29.529,,115,reviewed,ci,ci
1998-12-20T14:23:39.730Z,33.504,-117.917,6.526,3.23,ml,0,94,,0.284,ci,ci9074051,2016-02-12T02:16:13.930Z,"13km S of Newport Beach, California",earthquake,,4.765,,148,reviewed,ci,ci
1998-12-20T04:33:29.770Z,35.759,-116.589,4.859,2.74,ml,0,205.2,0.4893,0.232,ci,ci9074021,2016-02-12T17:20:06.462Z,"34km WSW of Tecopa, California",earthquake,,,,48,reviewed,ci,ci
1998-12-19T18:10:30.980Z,36.706,-121.0601667,5.025,2.59,md,4,167,0.3856,0.33,nc,nc40083890,2016-12-29T14:08:07.380Z,"25 km ESE of Tres Pinos, California",earthquake,4.84,25.41,,1,reviewed,nc,nc
1998-12-19T08:54:57.730Z,37.1143333,-121.3946667,4.562,2.94,md,4,148,0.0982,0.38,nc,nc40083886,2016-12-29T14:07:50.719Z,"19 km E of San Martin, California",earthquake,2.33,10.66,0.26,3,reviewed,nc,nc
1998-12-19T01:06:03.480Z,33.338,-115.717,4,2.54,ml,0,46.1,,0.265,ci,ci3305886,2016-02-11T23:44:07.684Z,"2km SE of Bombay Beach, California",earthquake,,0.091,,32,reviewed,ci,ci
1998-12-19T01:05:10.850Z,32.069,-115.422,5.778,3.2,ml,0,243.6,0.6334,0.356,ci,ci9073955,2016-02-12T12:04:25.083Z,"30km SW of Alberto Oviedo Mota, B.C., MX",earthquake,,,,28,reviewed,ci,ci
1998-12-18T12:39:44.750Z,34.1098333,-116.9213333,2.944,2.78,ml,61,25,,0.2,ci,ci3305885,2016-04-01T22:55:39.317Z,"14km NE of Yucaipa, CA",earthquake,0.24,0.51,0.21,46,reviewed,ci,ci
1998-12-18T09:38:59.190Z,33.638,-119.075,5.676,3.92,ml,0,84.7,,0.362,ci,ci9073877,2016-02-12T14:45:33.626Z,"18km N of Santa Barbara Is., California",earthquake,,,,173,reviewed,ci,ci
1998-12-18T00:59:04.730Z,37.3943333,-118.9075,0.711,2.74,md,17,144,0.2252,0.04,nc,nc30209889,2016-12-29T14:04:59.393Z,"24 km SW of Aspen Springs, California",earthquake,0.52,2.58,0.26,16,reviewed,nc,nc
1998-12-17T23:26:05.490Z,46.4133333,-121.2901667,0.445,2.5,md,47,41,0.2643,0.18,uw,uw10469393,2016-07-23T18:47:57.380Z,"Washington",earthquake,0.036,0.08,0.06,9,reviewed,uw,uw
1998-12-17T22:54:19.180Z,40.6326667,-122.4086667,22.534,2.9,md,18,58,0.09099,0.07,nc,nc30209851,2016-12-29T14:04:27.430Z,"4 km ENE of Keswick, California",earthquake,0.29,0.51,0.1,33,reviewed,nc,nc
1998-12-17T15:00:46.760Z,40.6343333,-122.414,20.637,3.2,md,19,60,0.08649,0.06,nc,nc30209700,2016-12-29T14:03:18.100Z,"4 km ENE of Keswick, California",earthquake,0.26,0.49,0.11,53,reviewed,nc,nc
1998-12-17T14:00:52.540Z,37.4053333,-118.918,6.359,3.21,md,18,188,0.2108,0.05,nc,nc30209696,2016-12-29T14:02:58.630Z,"24 km SW of Aspen Springs, California",earthquake,0.62,1.65,0.08,25,reviewed,nc,nc
1998-12-17T10:32:13.100Z,37.5306667,-118.8141667,3.931,3.8,mw,11,206,0.1423,0.02,nc,nc30209664,2016-12-29T14:02:17.310Z,"9 km WSW of Aspen Springs, California",earthquake,0.77,1.8,,4,reviewed,nc,nc
1998-12-17T05:39:26.220Z,39.9411667,-120.8468333,-1.523,3.11,md,76,103,0.4595,0.39,nc,nc30209651,2016-12-29T14:01:26.940Z,"4 km E of East Quincy, California",earthquake,0.66,1.55,0.18,75,reviewed,nc,nc
1998-12-17T03:01:05.910Z,32.053,-115.436,5.972,2.99,mc,0,244.9,0.6434,0.377,ci,ci9073738,2016-02-12T19:55:11.826Z,"32km SW of Alberto Oviedo Mota, B.C., MX",earthquake,,,,17,reviewed,ci,ci
1998-12-17T01:49:02.370Z,36.037,-117.583,-1.345,3.23,ml,0,123.3,0.09516,0.145,ci,ci9073744,2016-02-13T05:57:36.770Z,"31km ENE of Little Lake, California",earthquake,,0.434,,105,reviewed,ci,ci
1998-12-16T22:24:02.620Z,39.4825,-111.2016667,5.89,2.61,md,5,120,0.2055,0.16,uu,uu50166350,2018-08-28T16:37:46.130Z,"Utah",earthquake,0.7,8.43,,3,reviewed,uu,uu
1998-12-16T19:18:50.060Z,39.73,-110.7153333,1.6,2.73,ml,13,197,0.1139,0.19,uu,uu50166345,2018-08-28T16:37:45.450Z,"9 km ENE of Kenilworth, Utah",earthquake,0.97,13.32,,3,reviewed,uu,uu
1998-12-16T14:52:36.320Z,31.795,-116.65,5.471,2.55,mc,0,304.2,0.8827,0.202,ci,ci7117663,2016-02-13T11:01:09.773Z,"9km SSW of Ensenada, B.C., MX",earthquake,,,,9,reviewed,ci,ci
1998-12-15T11:44:39.660Z,38.3476667,-109.2221667,-3.37,2.57,md,6,295,1.272,0.21,uu,uu50166295,2018-08-28T16:37:39.630Z,"4 km NNE of La Sal, Utah",earthquake,5.7,10.92,,1,reviewed,uu,uu
1998-12-14T23:26:01.820Z,34.014,-116.324,8.626,2.59,ml,0,37.5,,0.201,ci,ci9073663,2016-02-13T08:32:51.540Z,"14km S of Joshua Tree, California",earthquake,,1.129,,102,reviewed,ci,ci
1998-12-14T22:05:10.330Z,39.6575,-120.395,0.096,2.76,md,28,218,0.691,0.06,nc,nc30209463,2016-12-29T13:55:30.005Z,"3 km ESE of Calpine, California",earthquake,0.52,1.63,0.16,33,reviewed,nc,nc
1998-12-14T21:40:37.470Z,36.293,-115.32,5,2.9,ml,,,,0.55,us,usp0008zmr,2014-11-07T01:06:39.250Z,"19 km N of Summerlin South, Nevada",earthquake,,,,,reviewed,us,us
1998-12-14T13:59:16.040Z,36.5868333,-121.1811667,3.257,2.5,md,50,34,0.01441,0.05,nc,nc30209399,2016-12-29T13:54:00.910Z,"22 km NE of Soledad, California",earthquake,0.11,0.24,0.18,48,reviewed,nc,nc
1998-12-14T11:51:50.460Z,37.5165,-118.7828333,3.051,2.95,md,13,255,0.164,0.03,nc,nc30209388,2016-12-29T13:53:14.554Z,"7 km SW of Aspen Springs, California",earthquake,0.94,2.21,0.08,21,reviewed,nc,nc
1998-12-14T11:43:51.250Z,37.5175,-118.7793333,3.241,3.07,md,13,244,0.1631,0.03,nc,nc30209387,2016-12-29T13:53:11.205Z,"7 km SW of Aspen Springs, California",earthquake,0.91,2.53,0.06,24,reviewed,nc,nc
1998-12-14T08:24:58.010Z,37.5258333,-118.8216667,4.621,2.64,md,11,242,0.1405,0.02,nc,nc30209344,2016-12-29T13:52:44.666Z,"10 km WSW of Aspen Springs, California",earthquake,1.02,1.93,0.16,18,reviewed,nc,nc
1998-12-14T06:18:05.920Z,37.5258333,-118.8168333,4.021,3.14,md,12,243,0.1432,0.02,nc,nc30209340,2016-12-29T13:52:31.636Z,"9 km WSW of Aspen Springs, California",earthquake,0.78,2.38,0.08,24,reviewed,nc,nc
1998-12-14T05:54:09.500Z,37.5296667,-118.8105,4.621,4.03,md,12,207,0.145,0.03,nc,nc30209339,2016-12-29T13:52:24.460Z,"9 km WSW of Aspen Springs, California",earthquake,1.01,1.59,0.07,99,reviewed,nc,nc
1998-12-14T05:13:04.320Z,32.011,-115.731,5.699,2.6,mc,0,246.2,0.6365,0.309,ci,ci9073583,2016-02-13T03:30:21.466Z,"58km WSW of Alberto Oviedo Mota, B.C., MX",earthquake,,,,9,reviewed,ci,ci
1998-12-14T04:15:49.090Z,37.5315,-118.8295,-1.479,3.33,ml,11,237,0.1324,0.06,nc,nc30209457,2016-12-29T13:52:11.882Z,"10 km WSW of Aspen Springs, California",earthquake,1.08,8.55,,2,reviewed,nc,nc
1998-12-14T04:14:03.210Z,37.5328333,-118.8126667,4.501,3.8,mw,12,206,0.1423,0.02,nc,nc30209335,2016-12-29T13:52:05.970Z,"9 km WSW of Aspen Springs, California",earthquake,0.77,1.78,,3,reviewed,nc,nc
1998-12-14T00:58:13.260Z,31.724,-115.995,5.842,2.98,mc,0,306.1,0.9226,0.276,ci,ci9073562,2016-02-12T22:24:35.447Z,"54km E of Maneadero, B.C., MX",earthquake,,,,16,reviewed,ci,ci
1998-12-13T23:09:50.830Z,33.955,-118.318,10.909,2.55,ml,0,114.1,,0.241,ci,ci9073555,2016-02-11T21:09:30.678Z,"3km E of Inglewood, California",earthquake,,0.976,,121,reviewed,ci,ci
1998-12-13T21:14:43.200Z,37.9086667,-121.9931667,11.38,3.03,md,64,34,0.04414,0.09,nc,nc30209294,2016-12-29T13:51:08.560Z,"0 km ENE of North Gate, California",earthquake,0.15,0.24,0.11,62,reviewed,nc,nc
1998-12-13T20:38:56.040Z,31.983,-115.743,5.62,2.74,mc,0,310.5,0.6646,0.299,ci,ci9073547,2016-02-13T00:57:10.443Z,"60km WSW of Alberto Oviedo Mota, B.C., MX",earthquake,,,,12,reviewed,ci,ci
1998-12-13T08:11:02.380Z,32.722,-115.918,2.469,2.76,ml,0,69,0.0746,0.337,ci,ci9073493,2016-02-12T09:33:40.751Z,"7km ESE of Ocotillo, California",earthquake,,0.281,,89,reviewed,ci,ci
1998-12-13T07:39:42.300Z,32.724,-115.92,6.639,3.68,ml,0,67.4,,0.288,ci,ci9073500,2016-02-11T23:43:41.607Z,"7km E of Ocotillo, California",earthquake,,1.753,,145,reviewed,ci,ci
1998-12-13T07:30:50.160Z,31.723,-115.976,5.842,2.67,mc,0,315.6,0.9227,0.187,ci,ci9073488,2016-02-13T03:30:17.773Z,"56km E of Maneadero, B.C., MX",earthquake,,,,5,reviewed,ci,ci
1998-12-13T02:04:55.420Z,39.9715,-111.8271667,4.21,2.66,ml,22,76,0.08779,0.2,uu,uu50166210,2018-08-28T16:37:29.820Z,"3 km SSE of Genola, Utah",earthquake,0.57,1.06,,7,reviewed,uu,uu
1998-12-12T16:00:14.760Z,36.4698333,-121.0398333,1.944,2.85,md,55,58,0.04775,0.08,nc,nc30209101,2016-12-29T13:47:12.200Z,"24 km NE of Greenfield, California",earthquake,0.15,0.42,0.12,48,reviewed,nc,nc
1998-12-12T15:03:11.040Z,34.01,-116.774,18.807,3.54,ml,0,22.5,,0.199,ci,ci9073452,2016-02-12T22:24:29.668Z,"10km N of Cabazon, California",earthquake,,0.303,,184,reviewed,ci,ci
1998-12-12T06:25:12.000Z,39.7,-118.01,14.4,3.5,ml,,,,,us,usp0008zgq,2014-11-07T01:06:38.658Z,"66 km SE of Lovelock, Nevada",earthquake,,,,,reviewed,ren,us
1998-12-12T01:41:32.000Z,37.51,-116.29,0,4.1,mb,,,,,us,usp0008zgf,2014-11-07T01:06:38.637Z,"50 km WSW of Rachel, Nevada",earthquake,,,,3,reviewed,ren,us
1998-12-11T22:20:12.670Z,38.7786667,-122.7485,0.251,2.58,md,30,35,0.02523,0.05,nc,nc30209036,2016-12-29T13:45:16.410Z,"5 km SSW of Cobb, California",earthquake,0.15,0.36,0.14,31,reviewed,nc,nc
1998-12-11T16:37:24.930Z,34.343,-120.735,5.415,3.31,ml,0,253.3,,0.292,ci,ci9073311,2016-02-13T03:30:12.941Z,"42km SW of Lompoc, California",earthquake,,,,76,reviewed,ci,ci
1998-12-11T09:01:31.070Z,32.529,-115.242,5.997,2.6,ml,0,190.1,0.3015,0.235,ci,ci9073272,2016-02-13T00:57:01.612Z,"11km ESE of Puebla, B.C., MX",earthquake,,,,40,reviewed,ci,ci
1998-12-11T08:42:44.380Z,32.506,-115.237,6.015,2.93,ml,0,196.2,0.315,0.333,ci,ci9073296,2016-02-13T08:32:44.981Z,"13km ESE of Puebla, B.C., MX",earthquake,,,,63,reviewed,ci,ci
1998-12-11T08:14:58.700Z,34.305,-120.798,5.415,3.74,ml,0,214,,0.335,ci,ci9073291,2016-02-11T21:09:26.863Z,"48km SW of Lompoc, California",earthquake,,,,6,reviewed,ci,ci
