time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1983-12-28T04:17:23.520Z,40.4885,-124.4681667,22.678,2.79,md,19,247,0.1009,0.11,nc,nc1109188,2016-12-11T22:29:05.900Z,"19 km WSW of Ferndale, California",earthquake,1.7,0.75,0.11,14,reviewed,nc,nc
1983-12-28T03:04:41.680Z,39.3633333,-111.2416667,6.59,2.54,md,12,111,0.3613,0.34,uu,uu50011910,2018-08-28T03:00:35.460Z,"22 km NW of Orangeville, Utah",earthquake,1.01,1.99,,3,reviewed,uu,uu
1983-12-28T03:04:11.020Z,32.0201667,-116.2213333,5.653,2.65,mc,9,298,0.6352,0.41,ci,ci27950,2016-02-02T21:24:26.580Z,"41km ENE of Ensenada, B.C., MX",earthquake,2.96,31.61,,7,reviewed,ci,ci
1983-12-27T22:35:43.530Z,31.972,-116.264,5.631,3.33,mc,0,0,,0.281,ci,ci27934,2016-02-03T00:41:18.140Z,"36km ENE of Ensenada, B.C., MX",earthquake,,,,35,reviewed,ci,ci
1983-12-27T22:33:39.140Z,33.879,-116.1696667,2.445,2.69,mc,24,76,,0.14,ci,ci27933,2016-04-02T18:50:02.338Z,"18km NNE of Indio, CA",earthquake,0.41,0.62,,32,reviewed,ci,ci
1983-12-27T21:34:37.680Z,33.778,-116.124,1.397,3.16,ml,0,31.8,,0.148,ci,ci27924,2016-02-03T00:41:17.540Z,"11km NE of Indio, CA",earthquake,,0.413,,5,reviewed,ci,ci
1983-12-27T20:19:17.710Z,44.223,-114.081,10,3.6,ml,,,,0.6,us,usp00020ux,2014-11-07T00:34:17.518Z,"25 km E of Clayton, Idaho",earthquake,,,,,reviewed,us,us
1983-12-27T18:17:44.890Z,36.477,-121.0478333,2.704,2.74,md,47,79,0.03964,0.08,nc,nc1109166,2016-12-11T22:27:35.370Z,"24 km NE of Greenfield, California",earthquake,0.18,0.47,0.14,58,reviewed,nc,nc
1983-12-27T17:16:43.930Z,39.8271667,-120.4931667,0.185,2.71,md,25,219,0.3874,0.18,nc,nc1109162,2016-12-11T22:27:11.676Z,"2 km NNE of Delleker, California",earthquake,0.96,3.91,0.19,20,reviewed,nc,nc
1983-12-27T12:21:29.230Z,44.297,-114.079,10,4.4,mb,,,,0.8,us,usp00020ut,2014-11-07T00:34:17.504Z,"25 km E of Clayton, Idaho",earthquake,,,,6,reviewed,us,us
1983-12-27T10:35:35.850Z,40.5741667,-124.4415,20.433,3.3,ml,19,243,0.1306,0.09,nc,nc1109149,2016-12-11T22:26:19.148Z,"15 km W of Ferndale, California",earthquake,1.42,0.43,,0,reviewed,nc,nc
1983-12-27T07:21:46.920Z,36.093,-120.2281667,11.93,2.94,md,41,106,0.1018,0.1,nc,nc1109139,2016-12-11T22:25:35.780Z,"12 km ESE of Coalinga, California",earthquake,0.27,0.53,0.12,51,reviewed,nc,nc
1983-12-26T22:22:17.170Z,31.877,-115.846,5.62,2.7,mc,0,249.8,0.7708,0.413,ci,ci27855,2016-02-03T02:04:25.220Z,"70km ENE of Maneadero, B.C., MX",earthquake,,,,5,reviewed,ci,ci
1983-12-26T22:10:08.190Z,37.6088333,-118.9221667,3.076,3.16,md,26,93,0.006306,0.05,nc,nc1109104,2016-12-11T22:23:20.030Z,"6 km SE of Mammoth Lakes, California",earthquake,0.26,0.3,0.15,41,reviewed,nc,nc
1983-12-26T15:46:17.580Z,34.1155,-117.61,5.711,2.88,ml,42,56,,0.36,ci,ci27819,2016-04-02T06:09:00.554Z,"3km WSW of Rancho Cucamonga, CA",earthquake,0.77,2.61,,6,reviewed,ci,ci
1983-12-26T07:29:02.680Z,33.044,-117.951,5.724,2.82,ml,0,196,,0.347,ci,ci27805,2016-02-02T18:05:12.300Z,"44km NE of San Clemente Is. (SE tip), CA",earthquake,,,,6,reviewed,ci,ci
1983-12-26T06:36:34.020Z,36.2003333,-120.335,8.238,2.6,md,33,104,0.04955,0.11,nc,nc1109071,2016-12-11T22:21:02.740Z,"7 km NNE of Coalinga, California",earthquake,0.24,0.42,0.14,44,reviewed,nc,nc
1983-12-26T05:49:54.340Z,34.3926667,-117.0191667,-0.642,2.74,mc,34,48,,0.15,ci,ci27803,2016-04-02T02:55:50.685Z,"7km SW of Lucerne Valley, CA",earthquake,0.31,0.8,,67,reviewed,ci,ci
1983-12-26T00:55:16.180Z,37.5613333,-118.8426667,7.66,2.82,md,24,65,0.03243,0.05,nc,nc1109059,2016-12-11T22:20:06.380Z,"11 km W of Aspen Springs, California",earthquake,0.3,0.51,0.29,20,reviewed,nc,nc
1983-12-26T00:27:40.220Z,33.056,-117.9541667,5.724,2.59,ml,15,195,,0.4,ci,ci27795,2016-04-01T20:25:39.061Z,"45km NE of San Clemente Is. (SE tip), CA",earthquake,1.09,31.61,,6,reviewed,ci,ci
1983-12-25T20:43:32.380Z,37.5613333,-118.8443333,7.584,3.5,ml,23,64,0.03243,0.04,nc,nc1109035,2016-12-11T22:18:28.880Z,"11 km W of Aspen Springs, California",earthquake,0.35,0.54,,0,reviewed,nc,nc
1983-12-25T15:50:38.150Z,33.9516667,-116.2961667,1.763,2.67,mc,32,41,,0.16,ci,ci27771,2016-04-02T15:44:49.575Z,"17km NNE of Thousand Palms, CA",earthquake,0.36,0.76,,38,reviewed,ci,ci
1983-12-25T12:23:56.360Z,44.342,-114.093,10,3.4,ml,,,,0.8,us,usp00020t2,2014-11-07T00:34:17.252Z,"21 km SSE of Challis, Idaho",earthquake,,,,,reviewed,us,us
1983-12-25T11:48:18.810Z,34.8508333,-120.9596667,4.283,2.86,md,12,322,0.4162,0.07,nc,nc1109023,2016-12-11T22:17:39.713Z,"37 km WSW of Guadalupe, California",earthquake,7.04,4.32,0.2,16,reviewed,nc,nc
1983-12-25T09:49:01.500Z,44.143,-113.924,10,3.6,ml,,,,0.7,us,usp00020sz,2014-11-07T00:34:17.245Z,"35 km NW of Mackay, Idaho",earthquake,,,,,reviewed,us,us
1983-12-24T21:43:40.170Z,32.9745,-115.5641667,14.257,2.84,mc,35,67,,0.24,ci,ci27734,2016-04-02T18:50:06.053Z,"3km W of Brawley, CA",earthquake,0.49,0.67,,32,reviewed,ci,ci
1983-12-24T21:30:13.680Z,38.2171667,-119.3601667,2.762,2.86,md,6,257,0.5279,0.12,nc,nc1108997,2016-12-11T22:15:55.545Z,"12 km WSW of Bridgeport, California",earthquake,2.92,12.7,0.09,2,reviewed,nc,nc
1983-12-24T14:28:57.940Z,35.785,-117.73,4.8,2.89,mc,0,0,0.03705,0.177,ci,ci27714,2016-02-02T19:25:06.300Z,"17km NNE of Inyokern, CA",earthquake,,,,56,reviewed,ci,ci
1983-12-24T14:24:50.720Z,31.884,-115.923,5.62,2.56,mc,0,0,0.7611,0.278,ci,ci27713,2016-02-02T20:43:34.020Z,"64km ENE of Maneadero, B.C., MX",earthquake,,,,6,reviewed,ci,ci
1983-12-24T13:15:59.560Z,33.687,-119.132,12.11,2.94,mc,0,0,,0.389,ci,ci27709,2016-02-02T18:05:09.230Z,"25km NNW of Santa Barbara Is., CA",earthquake,,,,46,reviewed,ci,ci
1983-12-24T07:07:44.590Z,32.9191667,-117.7835,5.715,2.56,mc,12,200,,0.14,ci,ci27697,2016-02-03T02:46:52.040Z,"48km WSW of Encinitas, CA",earthquake,0.8,31.61,,13,reviewed,ci,ci
1983-12-24T01:26:18.490Z,37.645,-118.165,5.881,2.5,mc,0,0,,0.277,ci,ci27683,2016-02-03T00:02:10.940Z,"36km NE of Dixon Lane-Meadow Creek, CA",earthquake,,,,5,reviewed,ci,ci
1983-12-23T15:45:31.220Z,38.766,-118.866,3.599,3.07,mc,0,0,,0.403,ci,ci27665,2016-02-03T01:22:35.600Z,"34km NW of Hawthorne, NV",earthquake,,,,14,reviewed,ci,ci
1983-12-23T02:03:05.900Z,36.0953333,-120.213,9.34,3.31,md,52,99,0.09099,0.09,nc,nc1108880,2016-12-11T22:08:16.170Z,"12 km NW of Avenal, California",earthquake,0.2,0.37,0.14,83,reviewed,nc,nc
1983-12-22T18:56:03.970Z,43.224,-110.802,5,3.4,ml,,,,0.7,us,usp00020qn,2014-11-07T00:34:16.983Z,"6 km SSW of Hoback, Wyoming",earthquake,,,,,reviewed,us,us
1983-12-22T16:43:37.510Z,34.432,-120.627,-0.836,3.13,mc,0,0,,0.171,ci,ci27578,2016-02-03T03:25:23.120Z,"28km SW of Lompoc, CA",earthquake,,,,8,reviewed,ci,ci
1983-12-22T06:35:58.740Z,33.791,-118.689,5.271,2.55,mc,0,0,,0.285,ci,ci27570,2016-02-03T02:04:20.290Z,"26km SSE of Malibu, CA",earthquake,,,,13,reviewed,ci,ci
1983-12-22T02:45:36.870Z,31.83,-115.987,5.863,2.73,mc,0,0,,0.636,ci,ci27563,2016-02-03T03:25:22.170Z,"56km ENE of Maneadero, B.C., MX",earthquake,,,,5,reviewed,ci,ci
1983-12-21T22:11:28.160Z,35.9193333,-118.3178333,-1.196,2.74,mc,31,178,0.1614,0.2,ci,ci27550,2016-04-02T09:19:01.992Z,"21km NNE of Kernville, CA",earthquake,0.64,0.73,,30,reviewed,ci,ci
1983-12-21T21:20:47.060Z,40.31,-124.5066667,24.132,2.97,md,21,235,0.2099,0.11,nc,nc1108828,2016-12-11T22:04:37.306Z,"36 km SW of Ferndale, California",earthquake,1.24,1.78,0.08,13,reviewed,nc,nc
1983-12-21T20:25:22.210Z,46.939,-113.542,5,3,ml,,,,0.1,us,usp00020px,2014-11-07T00:34:16.258Z,"22 km NE of Clinton, Montana",earthquake,,,,,reviewed,us,us
1983-12-21T19:47:46.030Z,35.9261667,-118.3218333,-1.348,2.81,mc,23,197,0.1648,0.14,ci,ci27540,2016-04-02T09:18:14.260Z,"21km NNE of Kernville, CA",earthquake,0.69,0.83,,33,reviewed,ci,ci
1983-12-21T18:04:07.730Z,36.095,-120.2085,9.97,4.32,md,51,112,0.08739,0.09,nc,nc1108815,2016-12-11T22:03:42.870Z,"12 km NW of Avenal, California",earthquake,0.25,0.41,0.2,107,reviewed,nc,nc
1983-12-21T16:50:02.160Z,33.053,-116.202,5.796,2.66,mc,0,0,0.1203,0.293,ci,ci27523,2016-02-02T23:21:37.170Z,"12km SSW of Ocotillo Wells, CA",earthquake,,,,35,reviewed,ci,ci
1983-12-21T15:04:44.000Z,45.22,-73.98,11,3.1,mblg,,,,,us,usp00020pq,2014-11-07T00:34:16.145Z,"9 km N of Ormstown, Canada",earthquake,,,,,reviewed,ott,ott
1983-12-21T12:16:43.450Z,39.4806667,-122.8475,4.074,2.91,md,4,116,0.2541,0.02,nc,nc1108807,2016-12-11T22:03:04.271Z,"28 km WNW of Stonyford, California",earthquake,1.08,8.55,0.43,6,reviewed,nc,nc
1983-12-21T11:53:42.050Z,36.142,-120.1963333,9.714,2.93,md,38,141,0.1072,0.09,nc,nc1108805,2016-12-11T22:02:54.770Z,"10 km SW of Huron, California",earthquake,0.29,0.52,0.14,60,reviewed,nc,nc
1983-12-21T06:33:54.960Z,44.365,-113.984,10,3.3,ml,,,,0.7,us,usp00020p5,2014-11-07T00:34:16.037Z,"25 km SE of Challis, Idaho",earthquake,,,,,reviewed,us,us
1983-12-21T02:54:17.070Z,44.125,-114.033,10,3.8,ml,,,,0.2,us,usp00020p2,2014-11-07T00:34:16.030Z,"32 km ESE of Clayton, Idaho",earthquake,,,,,reviewed,us,us
1983-12-21T00:25:20.740Z,43.231,-110.818,5,3,ml,,,,0.8,us,usp00020nz,2014-11-07T00:34:16.022Z,"6 km SSW of Hoback, Wyoming",earthquake,,,,,reviewed,us,but
1983-12-21T00:18:51.780Z,36.635,-118.06,-1.337,2.97,ml,0,313.6,0.1954,0.153,ci,ci27498,2016-02-02T22:03:01.740Z,"6km N of Lone Pine, CA",earthquake,,2.931,,3,reviewed,ci,ci
1983-12-20T23:49:07.010Z,33.268,-116.007,3.75,2.85,mc,33,49,0.06944,0.22,ci,ci27496,2016-04-02T09:17:24.007Z,"6km SW of Salton City, CA",earthquake,0.38,0.88,,39,reviewed,ci,ci
1983-12-20T23:21:52.310Z,43.268,-110.826,5,3.5,ml,,,,1,us,usp00020nw,2014-11-07T00:34:16.017Z,"3 km WSW of Hoback, Wyoming",earthquake,,,,,reviewed,us,us
1983-12-20T22:52:23.770Z,43.294,-110.767,5,4.5,mb,,,,0.7,us,usp00020nv,2018-06-04T20:43:45.000Z,"1 km NE of Hoback, Wyoming",earthquake,,,,1,reviewed,us,us
1983-12-20T19:37:34.200Z,38.8101667,-122.809,0.862,3.09,md,37,34,0.02883,0.08,nc,nc1108770,2016-12-11T22:00:28.190Z,"7 km W of Cobb, California",earthquake,0.16,0.52,0.14,41,reviewed,nc,nc
1983-12-20T14:37:04.200Z,46.939,-113.505,5,3.3,ml,,,,0.3,us,usp00020ne,2014-11-07T00:34:15.934Z,"24 km NE of Clinton, Montana",earthquake,,,,,reviewed,us,but
1983-12-20T11:54:52.000Z,37.67,-88.4,3,2.8,md,,,,,nm,nm602091,2016-04-14T15:59:55.320Z,"8 km SW of Equality, Illinois",earthquake,,,,,reviewed,nm,nm
1983-12-20T03:40:42.480Z,44.215,-114.059,10,3.1,ml,,,,1,us,usp00020n2,2014-11-07T00:34:15.867Z,"27 km E of Clayton, Idaho",earthquake,,,,,reviewed,us,us
1983-12-20T01:15:04.280Z,32.944,-116.2746667,2.917,3.47,ml,55,53,,0.44,ci,ci27415,2016-04-02T02:52:46.864Z,"26km SSW of Ocotillo Wells, CA",earthquake,0.55,1.94,,7,reviewed,ci,ci
1983-12-20T01:03:31.460Z,36.2801667,-120.4191667,7.348,3.63,md,51,69,0.06847,0.09,nc,nc1108729,2016-12-11T21:57:27.560Z,"16 km NNW of Coalinga, California",earthquake,0.14,0.28,0.13,100,reviewed,nc,nc
1983-12-19T23:37:51.990Z,40.3283333,-123.9815,27.902,2.64,md,22,84,0.1288,0.13,nc,nc1108726,2016-12-11T21:57:08.947Z,"5 km W of Weott, California",earthquake,0.56,1.16,0.22,10,reviewed,nc,nc
1983-12-19T22:30:02.820Z,35.519,-118.429,5.051,2.99,ml,0,60.2,0.1035,0.088,ci,ci27405,2016-02-03T02:04:14.030Z,"10km SE of Bodfish, CA",earthquake,,19.9,,7,reviewed,ci,ci
1983-12-19T20:07:01.750Z,35.933,-118.332,3.602,3.01,mc,0,201,0.1656,0.178,ci,ci27397,2016-02-02T18:05:02.480Z,"22km NNE of Kernville, CA",earthquake,,5.979,,39,reviewed,ci,ci
1983-12-19T20:00:34.880Z,35.929,-118.327,4.142,2.96,ml,0,199.1,0.1646,0.095,ci,ci27394,2016-02-03T03:25:16.200Z,"21km NNE of Kernville, CA",earthquake,,0.434,,7,reviewed,ci,ci
1983-12-19T17:27:55.940Z,44.397,-114.179,10,3.6,ml,,,,0.2,us,usp00020mv,2014-11-07T00:34:15.856Z,"12 km SSE of Challis, Idaho",earthquake,,,,,reviewed,us,us
1983-12-19T13:54:37.870Z,35.6633333,-118.3055,2.799,2.62,ml,31,78,0.04929,0.19,ci,ci27557,2016-04-01T23:40:25.276Z,"14km ESE of Wofford Heights, CA",earthquake,0.41,0.71,,3,reviewed,ci,ci
1983-12-19T11:31:34.410Z,44.305,-114.008,10,3.5,ml,,,,0.5,us,usp00020mp,2014-11-07T00:34:15.838Z,"28 km SE of Challis, Idaho",earthquake,,,,,reviewed,us,us
1983-12-19T04:20:31.940Z,34.555,-119.549,1.519,2.63,mc,0,0,,0.281,ci,ci25047,2016-02-02T18:04:43.750Z,"15km NNE of Montecito, CA",earthquake,,,,30,reviewed,ci,ci
1983-12-18T22:51:12.650Z,31.786,-116.171,5.455,2.74,mc,0,0,,0.356,ci,ci25037,2016-02-02T22:02:36.120Z,"38km ENE of Maneadero, B.C., MX",earthquake,,,,7,reviewed,ci,ci
1983-12-18T20:51:39.280Z,32.62,-116.075,8.239,2.98,mc,0,127.5,,0.274,ci,ci25031,2016-02-02T20:43:11.500Z,"15km SSW of Ocotillo, CA",earthquake,,0.958,,43,reviewed,ci,ci
1983-12-18T18:50:23.810Z,35.771,-118.014,4.276,2.69,mc,0,0,0.06985,0.163,ci,ci25027,2016-02-02T22:02:33.540Z,"21km SSW of Little Lake, CA",earthquake,,,,35,reviewed,ci,ci
1983-12-18T17:56:48.930Z,35.772,-118.013,3.016,3.18,mc,0,0,0.07106,0.134,ci,ci25023,2016-02-03T03:24:55.770Z,"21km SSW of Little Lake, CA",earthquake,,,,55,reviewed,ci,ci
1983-12-18T17:55:43.890Z,35.766,-118.01,2.226,2.95,mc,0,0,0.07039,0.239,ci,ci25257,2016-02-02T23:21:14.710Z,"21km SSW of Little Lake, CA",earthquake,,,,47,reviewed,ci,ci
1983-12-17T18:37:20.750Z,44.237,-114.085,10,3.7,ml,,,,0.9,us,usp00020k5,2014-11-07T00:34:15.706Z,"25 km E of Clayton, Idaho",earthquake,,,,,reviewed,us,us
1983-12-17T10:13:54.600Z,31.564,-115.978,5.771,2.72,mc,0,0,,0.522,ci,ci24963,2016-02-03T00:40:42.070Z,"58km ESE of Maneadero, B.C., MX",earthquake,,,,7,reviewed,ci,ci
1983-12-17T00:10:27.800Z,37.038,-121.4775,7.62,3.2,ml,87,34,0.01351,0.06,nc,nc1108574,2016-12-11T21:46:22.130Z,"8 km ENE of Gilroy, California",earthquake,0.14,0.3,,0,reviewed,nc,nc
1983-12-16T21:32:17.680Z,32.454,-115.196,5.983,2.51,mc,0,0,0.3355,0.209,ci,ci24936,2016-02-02T19:24:31.780Z,"11km N of Delta, B.C., MX",earthquake,,,,14,reviewed,ci,ci
1983-12-16T21:27:24.160Z,40.3108333,-124.5356667,20.637,2.82,md,19,241,0.2234,0.2,nc,nc1108565,2016-12-11T21:45:42.285Z,"37 km SW of Ferndale, California",earthquake,2.16,1.13,0.16,10,reviewed,nc,nc
1983-12-16T11:35:19.800Z,47.3203333,-122.0043333,12.078,3,md,50,25,,0.24,uw,uw10171168,2016-07-24T23:15:17.260Z,"1 km N of Black Diamond, Washington",earthquake,0.46,1.34,0.07,10,reviewed,uw,uw
1983-12-16T10:36:09.040Z,31.777,-116.166,5.455,2.65,mc,0,0,,0.64,ci,ci24911,2016-02-03T03:24:52.760Z,"38km E of Maneadero, B.C., MX",earthquake,,,,20,reviewed,ci,ci
1983-12-16T02:08:24.680Z,36.2778333,-120.429,6.305,2.98,md,42,76,0.07568,0.18,nc,nc1108507,2016-12-11T21:41:49.750Z,"16 km NNW of Coalinga, California",earthquake,0.29,0.45,0.14,57,reviewed,nc,nc
1983-12-15T22:02:33.070Z,34.302,-119.463,0.231,2.8,mc,0,0,0.1182,0.491,ci,ci24877,2016-02-02T19:24:26.760Z,"12km SSE of Carpinteria, CA",earthquake,,,,11,reviewed,ci,ci
1983-12-15T21:48:09.760Z,34.312,-119.441,9.941,2.73,mc,0,0,0.09757,0.44,ci,ci24904,2016-02-02T18:04:38.110Z,"12km SE of Carpinteria, CA",earthquake,,,,21,reviewed,ci,ci
1983-12-15T19:29:07.110Z,34.395,-119.9708333,11.775,2.96,ml,22,151,,0.42,ci,ci27350,2016-04-02T18:48:00.705Z,"10km WSW of Isla Vista, CA",earthquake,1.02,1.33,,9,reviewed,ci,ci
1983-12-15T06:13:34.830Z,44.365,-114.138,10,4.1,ml,,,,0.9,us,usp00020gj,2014-11-07T00:34:15.291Z,"17 km SSE of Challis, Idaho",earthquake,,,,,reviewed,us,us
1983-12-15T02:00:49.120Z,37.5591667,-110.5143333,2.18,3.02,md,20,197,0.4161,0.17,uu,uu50011705,2018-08-28T03:00:10.490Z,"20 km ENE of Halls Crossing, Utah",earthquake,1.1,2.97,,3,reviewed,uu,uu
1983-12-14T14:42:08.750Z,36.8191667,-121.5411667,5.638,2.7,md,61,46,0.03243,0.09,nc,nc1108427,2016-12-11T21:36:20.230Z,"2 km S of San Juan Bautista, California",earthquake,0.17,0.28,0.11,71,reviewed,nc,nc
1983-12-14T03:42:45.750Z,31.748,-115.942,5.842,2.68,mc,0,0,0.8968,0.42,ci,ci27266,2016-02-02T19:24:56.210Z,"59km E of Maneadero, B.C., MX",earthquake,,,,6,reviewed,ci,ci
1983-12-13T21:38:37.720Z,36.8183333,-121.3521667,4.786,3.4,ml,47,36,0.04144,0.07,nc,nc1108389,2016-12-11T21:33:28.600Z,"1 km ENE of Ridgemark, California",earthquake,0.19,0.47,,4,reviewed,nc,nc
1983-12-13T17:13:38.670Z,44.244,-114.074,10,3.6,ml,,,,0.7,us,usp00020fe,2014-11-07T00:34:15.175Z,"26 km E of Clayton, Idaho",earthquake,,,,,reviewed,us,us
